id,a2z,lastname,author,profession,nationality,birthdate,deathdate,quote,keywords
101493,l,London,Jack London,Novelist,American,1876-01-12,22/11/1916,You can't wait for inspiration. You have to go after it with a club.,Inspiration
102327,l,Low,Seth Low,Educator,American,1850-01-18,17/09/1916,"From you we have learned what we, at least, value, to separate Church and State; and from you we gather inspiration at all times in our devotion to learning, to religious liberty, and to individual and National freedom.","Inspiration, Church, Devotion, Freedom, Learning, Liberty, Religious, State, Value"
102624,l,Lucas,George Lucas,Director,American,14/05/1944,NULL,"'Star Wars' is fun, its exciting, its inspirational, and people respond to that. It's what they want.","Inspirational, People, Fun, Want"
103692,m,MacDiarmid,Hugh MacDiarmid,Poet,Scottish,1892-08-11,09/09/1978,"It is time we in Scotland put England in its proper place and instead of our leaning on England and taking inspiration from her, we should lean and turn to Europe, for it is there our future prosperity lies.","Time, Inspiration, EnglEurope, Future, Lies, Prosperity, Scotland"
105626,m,Mann,Barry Mann,Musician,American,09/02/1939,NULL,If I waited for inspiration every time I sat down to write a song I probably would be a plumber today.,"Time, Inspiration, Song, Today"
109260,m,McConnell,Page McConnell,Musician,American,17/05/1963,NULL,"Every piece has its own identity which we develop by the rule 'We know no limits.' We follow the inspiration of the moment and don't worry if what we're playing is alternative, progressive or fusion rock.","Inspiration, Identity, Limits, Worry"
110394,m,McKinley,William McKinley,President,American,1843-01-29,14/09/1901,"That's all a man can hope for during his lifetime - to set an example - and when he is dead, to be an inspiration for history.","History, Inspiration, Hope, Example, Man"
111084,m,Megia,Thia Megia,Musician,American,30/01/1995,NULL,I would love to meet Kelly Clarkson and if I get the chance to I would tell her thank you so much for the inspiration.,"Love, Inspiration, Chance"
112377,m,Middleton,Arthur Middleton,Politician,American,1742-06-26,1787-01-01,Times have changed since George Herbert... but the principle and spirit in which he ministered as a priest remains an inspiration and model for all priests.,"Inspiration, Spirit"
113925,m,Mitchell,Maria Mitchell,Scientist,American,1818-08-01,1889-06-28,"We travel to learn; and I have never been in any country where they did not do something better than we do it, think some thoughts better than we think, catch some inspiration from heights above our own.","Travel, Inspiration, Thoughts, Country"
113936,m,Mitchell,Maria Mitchell,Scientist,American,1818-08-01,1889-06-28,"I have never been in any country where they did not do something better than we do it, think some thoughts better than we think, catch some inspiration from heights above our own.","Inspiration, Thoughts, Country"
115088,m,Moody,William Henry Moody,Politician,American,1853-12-23,02/07/1917,The very air in which you live is an inspiration.,Inspiration
115639,m,Moravia,Alberto Moravia,Novelist,Italian,28/11/1907,26/09/1990,"When I sit at my table to write, I never know what it's going to be until I'm under way. I trust in inspiration, which sometimes comes and sometimes doesn't. But I don't sit back waiting for it. I work every day.","Trust, Work, Inspiration, Day, Waiting"
115921,m,Mori,Ikue Mori,Musician,Japanese,NULL,NULL,"The way I create music is maybe like a painting, to compose in a more visual way. Basically it's the music that I want to hear- that's my inspiration and bottom line. I just try to get ideas from books, movies, paintings.","Music, Movies, Inspiration, Ideas, Books, Painting, Want"
116436,m,Morrison,Van Morrison,Musician,British,31/08/1945,NULL,"When I started studying tenor saxophone as a kid in Belfast, I did so with a guy named George Cassidy, who was also a big inspiration.",Inspiration
116491,m,Morrow,Rob Morrow,Actor,American,21/09/1962,NULL,I'd like to think that the notion of inspiration will transcend cultural things that are going on. There's something classic about this movie that I'm hoping reaches kids.,"Inspiration, Kids, Will"
116743,m,Motherwell,Robert Motherwell,Artist,American,24/01/1915,16/07/1991,"If you can't find your inspiration by walking around the block one time, go around two blocks-but never three.","Time, Inspiration, Walking"
117688,m,Murphy,Graeme Murphy,Dancer,Australian,02/11/1950,NULL,I look at the dancers and I get the inspiration for the work from them.,"Work, Inspiration"
119581,n,Newman,Ernest Newman,Critic,English,1868-11-30,07/07/1959,"Beethoven, Wagner, Bach, and Mozart settled down day after day to the job in hand. They didn't waste time waiting for inspiration.","Time, Inspiration, Day, Job, Waiting, Waste"
119726,n,Newson,Marc Newson,Designer,Australian,NULL,NULL,"If somebody asked me about my inspiration I would say that it's not the peopleand it's not the things, it's travel and experiencing different environments.","Travel, Inspiration"
119820,n,Newton,Wayne Newton,Musician,American,03/04/1942,NULL,"One night I went to see Bobby at the Flamingo. Because he was my hero, I would visit him for inspiration.","Inspiration, Night, Visit"
119874,n,Nicholas,Ben Nicholas,Actor,Australian,10/12/1987,NULL,If you wait for inspiration you'll be standing on the corner after the parade is a mile down the street.,Inspiration
119875,n,Nicholas,Ben Nicholas,Actor,Australian,10/12/1987,NULL,"Most of life is routine - dull and grubby, but routine is the momentum that keeps a man going. If you wait for inspiration you'll be standing on the corner after the parade is a mile down the street.","Life, Inspiration, Man, Routine"
120600,n,Niven,Larry Niven,Writer,American,30/04/1938,NULL,"In general, I don't know when inspiration will pop up.","Inspiration, Will"
120766,n,Noble,Alex Noble,-,NULL,NULL,NULL,"Risk is essential. There is not growth of inspiration in staying within what is safe and comfortable. Once you find out what you do best, why not try something else?","Inspiration, Growth, Risk"
121483,n,Nureyev,Rudolf Nureyev,Dancer,Russian,17/03/1938,06/01/1993,Technique is what you fall back on when you run out of inspiration.,Inspiration
124283,p,Page,Bettie Page,Model,American,22/04/1923,11/12/2008,"It makes me feel wonderful that people still care for me... that I have so many fans among young people, who write to me and tell me I have been an inspiration.","People, Inspiration, Care, Fans"
124922,p,Paracelsus,Paracelsus,Scientist,Swiss,1493-11-11,1541-09-24,"Dreams are not without meaning wherever thay may come from-from fantasy, from the elements, or from other inspiration.","Dreams, Inspiration, Fantasy, May, Meaning"
125461,p,Pascal,Adam Pascal,Actor,American,25/10/1970,NULL,"You know, sometimes I get moments of inspiration when I'm writing something and then the task seems so daunting that it just kind of scares me away.","Inspiration, Moments, Writing"
127021,p,Penney,James Cash Penney,Businessman,American,1875-09-16,12/02/1971,"The men who have furnished me with my greatest inspiration have not been men of wealth, but men of deeds.","Men, Inspiration, Wealth, Deeds"
128125,p,Phillips,John L. Phillips,Astronaut,American,15/04/1951,NULL,My dad served in two wars has been flying airplanes for 60 years now. He was certainly quite an inspiration.,"Dad, Inspiration, Airplanes, Flying, Now, Years"
128376,p,Picasso,Pablo Picasso,Artist,Spanish,1881-10-25,08/04/1973,"Inspiration exists, but it has to find us working.",Inspiration
130071,p,Porter,Cole Porter,Composer,American,1893-06-09,15/10/1964,My sole inspiration is a telephone call from a director.,Inspiration
131527,p,Puccini,Giacomo Puccini,Composer,Italian,1858-12-22,29/11/1924,"Inspiration is an awakening, a quickening of all man's faculties, and it is manifested in all high artistic achievements.","Inspiration, Man"
132318,r,Rabin,Trevor Rabin,Musician,South African,13/01/1955,NULL,One of the things I try to be very careful of is not taking a movie when I know I have no inspiration left.,Inspiration
133296,r,Ray,Man Ray,Photographer,American,1890-08-27,18/11/1976,"Of course, there will always be those who look only at technique, who ask 'how', while others of a more curious nature will ask 'why'. Personally, I have always preferred inspiration to information.","Nature, Inspiration, Information, Will"
133542,r,Reagan,Ronald Reagan,President,American,06/02/1911,05/06/2004,"While I take inspiration from the past, like most Americans, I live for the future.","Inspiration, Americans, Future, Past"
135125,r,Rich,Buddy Rich,Musician,American,30/09/1917,02/04/1987,I think at one time every drummer wanted to play like Krupa or wanted to win a Gene Krupa drum contest. This is the big inspiration for drummers and naturally it has to be the same way for me.,"Time, Inspiration, Play"
136163,r,Ritenour,Lee Ritenour,Musician,American,01/11/1952,NULL,"I've done a lot of albums and I kinda know when I'm onto something that was inspirational for me to record and create, and this was one of those projects where I really enjoyed making the album.","Inspirational, Projects"
136546,r,Robbins,Tony Robbins,Author,American,29/02/1960,NULL,In life you need either inspiration or desperation.,"Life, Inspiration, Desperation"
137062,r,Robinson,Smokey Robinson,Musician,American,19/02/1940,NULL,"So I wanted to sing inspirational music, and that's exactly how I approached it - only the words have been changed to declare my relationship with God.","Inspirational, Music, God, Words"
137071,r,Robinson,Smokey Robinson,Musician,American,19/02/1940,NULL,"In fact, I wouldn't really call this a Gospel album, I call it more an inspirational album.","Inspirational, Fact"
137080,r,Robinson,Smokey Robinson,Musician,American,19/02/1940,NULL,"Had I not come out with an inspirational CD, you perhaps would have never known that I feel like I feel, that all songs, all the music I've ever done is a gift from God.","Inspirational, Music, God, Songs"
137105,r,Robles,Alfonso G. Robles,-,NULL,NULL,NULL,"Furthermore, the Latin American nuclear-weapon free zone which is now nearing completion has become in several respects an example which, notwithstanding the different characteristics of each region, is rich in inspiration.","Inspiration, American, Completion, Example, Now, Zone"
138425,r,Rollins,Sonny Rollins,Musician,American,07/09/1930,NULL,"I think as long as people are around and can hear a record and hear people like Lester Young on a recording, there will always be a great inspiration for somebody to try to create jazz.","People, Inspiration, Jazz, Will"
139002,r,Rorem,Ned Rorem,Composer,American,23/10/1923,NULL,Inspiration could be called inhaling the memory of an act never experienced.,"Inspiration, Act, Memory"
139312,r,Rossdale,Gavin Rossdale,Musician,British,30/10/1967,NULL,"Wherever you look there are inspirations, books, literature, paintings, landscapes, everything. Just living is an inspiration.","Inspiration, Books, Literature, Living"
141193,r,Rutan,Burt Rutan,Scientist,American,17/06/1943,NULL,"We need affordable space travel to inspire our youth, to let them know that they can experience their dreams, can set significant goals and be in a position to lead all of us to future progress in exploration, discovery and fun. Thanks to the X Prize for the inspiration.","Experience, Travel, Dreams, Inspiration, Progress, Goals, Discovery, Exploration, Fun, Future, Space"
173004,w,Waitz,Grete Waitz,Athlete,Norwegian,01/10/1953,NULL,"Another inspiration that has helped me get through has been Lance Armstrong's story. My cancer is not nearly as bad as his, but I believe in staying motivated and keeping as fit as you can.","Inspiration, Cancer"
173005,w,Waitz,Grete Waitz,Athlete,Norwegian,01/10/1953,NULL,What Fred Lebow went through was an inspiration for me. You have to set goals for yourself.,"Inspiration, Goals"
145324,s,Santayana,George Santayana,Philosopher,American,1863-12-16,26/09/1952,The Bible is a wonderful source of inspiration for those who don't understand it.,"Inspiration, Bible"
148776,s,Secretan,Lance Secretan,Businessman,English,NULL,NULL,Science sometimes falls short when trying to fathom the depths of our essence - and our inspiration comes from that essence.,"Science, Inspiration, Trying"
148804,s,Sedaris,Amy Sedaris,Actress,American,29/03/1961,NULL,Books are challenging and inspirational to me.,"Inspirational, Books"
148965,s,Seidler,Harry Seidler,Architect,Australian,25/06/1923,09/03/2006,"Architecture is not an inspirational business, it's a rational procedure to do sensible and hopefully beautiful things; that's all.","Architecture, Inspirational, Business"
149105,s,Sellecca,Connie Sellecca,Actress,American,25/05/1955,NULL,"This was all the inspiration it took: We put 100 percent of ourselves in the lines. We personally take care of everything, from fulfillment to answering the mail.","Inspiration, Care, Fulfillment, Mail"
151052,s,Shearer,Harry Shearer,Actor,American,23/12/1943,NULL,"I am one of those people who thrive on deadlines, nothing brings on inspiration more readily than desperation.","People, Inspiration, Desperation, Nothing"
151354,s,Sheik,Duncan Sheik,Musician,American,18/11/1969,NULL,"Because of my Buddhist practice, I'm never lacking for inspiration.","Inspiration, Buddhist, Practice"
152305,s,Shue,Andrew Shue,Actor,American,20/02/1967,NULL,I have amazing friends who have led inspirational lives.,"Inspirational, Friends"
153180,s,Simpson,Michael K. Simpson,Politician,American,08/09/1950,NULL,I am involved with politics today because of the inspiration I received from Ronald Reagan.,"Politics, Inspiration, Today"
155251,s,Socrates,Socrates,Philosopher,Greek,NULL,NULL,"I decided that it was not wisdom that enabled poets to write their poetry, but a kind of instinct or inspiration, such as you find in seers and prophets who deliver all their sublime messages without knowing in the least what they mean.","Wisdom, Poetry, Inspiration, Instinct, Poets"
156020,s,Sousa,John Philip Sousa,Musician,American,1854-11-06,06/03/1932,Any composer who is gloriously conscious that he is a composer must believe that he receives his inspiration from a source higher than himself.,Inspiration
156316,s,Sparks,Nicholas Sparks,Author,American,31/12/1965,NULL,"All characters come from people I know, but after the initial inspiration, I tend to modify the characters so they fit with the story.","People, Inspiration"
156421,s,Spears,Britney Spears,Musician,NULL,02/12/1981,NULL,"I would like to be called an inspiration to people, not a role model - because I make mistakes like everybody else. When I'm offstage, I'm just like everybody else.","People, Inspiration, Mistakes"
156899,s,Spock,Benjamin Spock,Scientist,American,02/05/1903,15/03/1998,"I would say that the surest measure of a man's or a woman's maturity is the harmony, style, joy, and dignity he creates in his marriage, and the pleasure and inspiration he provides for his spouse.","Marriage, Inspiration, Dignity, Harmony, Joy, Man, Maturity, Measure, Pleasure, Style, Woman"
158847,s,Stevens,Cat Stevens,Musician,British,21/07/1948,NULL,"Because I don't play guitar any more, African harmonies and rhythms have been an inspiration to me. I love the raw origin of the sound. It complements my voice and words naturally.","Love, Inspiration, African, Guitar, Play, Sound, Voice, Words"
159265,s,Stewart,Jon Stewart,Entertainer,American,28/11/1962,NULL,Insomnia is my greatest inspiration.,Inspiration
159827,s,Stojko,Elvis Stojko,Athlete,Canadian,22/03/1972,NULL,"When you're younger, your inspiration is there. As you get older, it tends to waver. Once you find it - I found it again - that's where you can draw from. That's where you draw your strength from.","Inspiration, Strength"
159833,s,Stojko,Elvis Stojko,Athlete,Canadian,22/03/1972,NULL,"After you've done it for so many years, you have to find a new direction. You have to find something in your soul that's going to push you towards - to find your inspiration.","Soul, Inspiration, Direction, Years"
160209,s,Stowe,Madeleine Stowe,Actress,American,18/08/1958,NULL,"Part of Michael's uniqueness, I think, comes from the fact that he worked with music. He had a tape which he gave me with many different compositions, really eclectic. These pieces of music were sources of inspiration.","Music, Inspiration, Fact, Uniqueness"
160478,s,Stravinsky,Igor Stravinsky,Composer,Russian,1882-06-17,06/04/1971,"Just as appetite comes by eating, so work brings inspiration, if inspiration is not discernible at the beginning.","Work, Inspiration, Appetite, Beginning, Eating"
160604,s,Street,Picabo Street,Athlete,American,03/04/1971,NULL,I get my inspiration from everyone when I need it and how I need it.,Inspiration
146659,s,Schiff,Adam Schiff,Politician,American,20/06/1960,NULL,"In fact, the converse is true: At a time when the United States has been called on for a level of moral leadership, vision and inspiration not seen since World War II, we cannot afford to dissemble about crimes against humanity.","Time, War, Leadership, Inspiration, Vision, Fact, Humanity, states, United, World, World war"
146851,s,Schlegel,Karl Wilhelm Friedrich Schlegel,-,NULL,NULL,1829-01-12,Many a witty inspiration is like the surprising reunion of befriended thoughts after a long separation.,"Inspiration, Thoughts, Separation, Witty"
162322,s,Szymborska,Wislawa Szymborska,Poet,Polish,02/07/1923,NULL,"Though I may deny poets their monopoly on inspiration, I still place them in a select group of Fortune's darlings.","Inspiration, Fortune, May, Poets"
162758,t,Tan,Amy Tan,Novelist,American,19/02/1952,NULL,"Who knows where inspiration comes from. Perhaps it arises from desperation. Perhaps it comes from the flukes of the universe, the kindness of the muses.","Inspiration, Desperation, Kindness, Universe"
163343,t,Taylor,Major Taylor,Athlete,American,1878-11-26,21/06/1932,I would like to cite an instance which proves the efficacy of clean living on the part of an athlete coupled with the inspiration received from a champion which go a long way to making a champion.,"Inspiration, Living"
164902,t,Thoreau,Henry David Thoreau,Author,American,1817-07-12,1862-05-06,"Our moments of inspiration are not lost though we have no particular poem to show for them; for those experiences have left an indelible impression, and we are ever and anon reminded of them.","Impression, Inspiration, Moments"
165637,t,Timberlake,Justin Timberlake,Musician,American,31/01/1981,NULL,The many sounds of Memphis shaped my early musical career and continue to be an inspiration to this day.,"Inspiration, Career, Day"
166372,t,Tosh,Peter Tosh,Musician,Jamaican,19/10/1944,11/09/1987,"I travel the garden of music, thru inspiration. It's a large, very large garden, seen?","Travel, Music, Inspiration, Garden"
168437,t,Tyson,Mike Tyson,Athlete,American,30/06/1966,NULL,"The only thing I do is just pray for inspiration, for a way of thinking, because I don't have any particular goal in sight.","Inspiration, Goal, Sight, Thinking"
169002,u,Updike,John Updike,Novelist,American,18/03/1932,27/01/2009,Inspiration arrives as a packet of material to be delivered.,Inspiration
169029,u,Urban,Karl Urban,Actor,New Zealander,07/06/1972,NULL,"That is a big danger, losing your inspiration. When I work in film and television I try to do each take a little differently. I never want to do the same thing twice, because then you're not being spontaneous, you're just recreating something.","Work, Inspiration, Being, Danger, Film, Losing, Television, Want"
169073,u,Uris,Leon Uris,Writer,American,03/08/1924,21/06/2003,"I have drawn inspiration from the Marine Corps, the Jewish struggle in Palestine and Israel, and the Irish.","Inspiration, Irish, Israel, Palestine, Struggle"
169280,v,Vallejo,Boris Vallejo,Artist,Peruvian,08/01/1941,NULL,There have been many different artists that have been inspirational. I suppose the question is directed to what was the reason why I went into fantasy illustration.,"Inspirational, Artists, Fantasy, Question, Reason"
169518,v,Vasari,Giorgio Vasari,Artist,Italian,1511-07-03,1574-06-27,"These rough sketches, which are born in an instant in the heat of inspiration, express the idea of their author in a few strokes, while on the other hand too much effort and diligence sometimes saps the vitality and powers of those who never know when to leave off.","Idea, Inspiration, Diligence, Effort, Vitality"
169719,v,Vechten,Carl Van Vechten,Writer,American,1880-06-17,21/12/1964,"As an inspiration to the author, I do not think the cat can be over-estimated. He suggests so much grace, power, beauty, motion, mysticism. I do not wonder that many writers love cats; I am only surprised that all do not.","Love, Beauty, Power, Inspiration, Cats, Grace, Wonder, Writers"
170140,v,Vian,Boris Vian,Writer,French,10/03/1920,23/06/1959,"One ends up relying on pure musical inspiration, and failing that, the music won't lead to anything good, or it will alienate all but the most die-hard fans.","Music, Inspiration, Fans, Will"
173138,w,Walden,Greg Walden,Politician,American,10/01/1957,NULL,"A man of strength and wisdom, John Paul became an inspiration to generations of both Catholics and non-Catholics throughout the world by encouraging freedom, promoting peace and respecting all faiths.","Peace, Wisdom, Inspiration, Encouraging, Strength, Freedom, Generations, Man, World"
175847,w,Weinberg,Max Weinberg,Musician,American,13/04/1951,NULL,"I will always desire to play with Bruce Springsteen. He's the most inspirational, most dedicated, most committed and most focused artist I've ever seen. I like to be around people like that.","Inspirational, People, Artist, Desire, Play, Will"
178240,w,Wilde,Olivia Wilde,Actress,American,10/03/1984,NULL,Inspiration is the key to everything.,"Inspiration, Key"
178677,w,Wilkinson,Tom Wilkinson,Actor,British,12/12/1948,NULL,"If the script is telling the story well, that is your inspiration, and you do not need to go somewhere else.",Inspiration
179159,w,Williams,Roger Williams,Theologian,English,1603-12-21,NULL,"No man ever did, nor ever shall, truly go forth to convert the nations, nor to prophesy in the present state of witnesses against Antichrist, but by the gracious inspiration and instigation of the Holy Spirit of God.","God, Inspiration, Man, Nations, Present, Spirit, State"
180657,w,Wise,John Sergeant Wise,Author,American,1846-12-27,12/05/1913,"And let me tell you, you boys of America, that there is no higher inspiration to any man to be a good man, a good citizen, and a good son, brother, or father, than the knowledge that you come from honest blood.","Father, Brother, Son, Knowledge, Inspiration, America, Blood, Boys, Man"
181481,w,Woodson,Carter G. Woodson,Historian,American,1875-12-19,03/04/1950,Those who have no record of what their forebears have accomplished lose the inspiration which comes from the teaching of biography and history.,"History, Inspiration, Biography, Teaching"
182004,w,Wright,Frank Lloyd Wright,Architect,American,1867-06-08,09/04/1959,Nature is my manifestation of God. I go to nature every day for inspiration in the day's work. I follow in building the principles which nature has used in its domain.,"Nature, Work, God, Inspiration, Building, Day, Principles"
182555,y,Yamaguchi,Kristi Yamaguchi,Athlete,American,12/07/1971,NULL,The past couple years training with Kurt have really brought inspiration into my skating.,"Inspiration, Past, Training, Years"
183470,y,Youngblood,Jack Youngblood,Athlete,American,26/01/1950,NULL,Deacon Jones has been the most inspirational person in my football career.,"Inspirational, Career, Football"
183711,z,Zangwill,Israel Zangwill,Novelist,English,1864-02-14,01/08/1926,"The Past: Our cradle, not our prison; there is danger as well as appeal in its glamour. The past is for inspiration, not imitation, for continuation, not repetition.","Inspiration, Danger, Glamour, Imitation, Past, Prison, Repetition"
